Listing ID,Price ($),Description,Location,Bedrooms,Bathrooms,Unit Type,Parking,Size (sqft),Website
1742855643,"1,291.00","4 1/2 Metro Frontenac, Meublés, Rénové, libre maintenant,2 étage","Centre-Sud, Montreal",2,1,Apartment,0,781,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-metro-frontenac-meubles-renove-libre-maintenant-2-etage/1742855643
1742854624,"1,395.00",Red Top Tower Apartments - 1 Bedroom available at 5740 Cavendish,"Meadowbrook, Côte-Saint-Luc",1,1,Apartment,0,747,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/red-top-tower-apartments-1-bedroom-available-at-5740-cavendish/1742854624
1742854668,"2,125.00","B&C Apartments - 2 Bedroom available at 1255 rue De Bullion, Mon","Quartier-des-Spectacles, Montréal",2,1,Apartment,0,789,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/b-c-apartments-2-bedroom-available-at-1255-rue-de-bullion-mon/1742854668
1742855512,"1,420.00",Bel 4 1/2 à louer à Ahuntsic,"Saint-Sulpice, Ahuntsic-Cartierville",2,1,Duplex/Triplex,0,850,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/bel-4-1-2-a-louer-a-ahuntsic/1742855512
1740239650,"1,495.00","41/2,2,chambres,bedrooms,louer,Ahuntsic - Cartierville","Marcelin Wilson Park, City of Montréal",2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/41-2-2-chambres-bedrooms-louer-ahuntsic-cartierville/1740239650
1638455422,"2,400.00",4.5 condo appartement luxe à louer à Outremont-Milhaus,City of Montréal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-condo-appartement-luxe-a-louer-a-outremont-milhaus/1638455422
1738284550,"2,415.00",4.5 condo a louer Quartier des spectacles-Myriade,City of Montréal,2,1,Condo,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-condo-a-louer-quartier-des-spectacles-myriade/1738284550
1738540959,"1,275.00",3½ rénové à Laval | Piscine · Clim · Eau chaude incl.,Laval / North Shore,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/3-renove-a-laval-piscine-clim-eau-chaude-incl/1738540959
1512462940,"1,025.00",Appartement 1½ 2½ 3½ 4½ à louer METRO Guy Concordia TOUT INCLUS,City of Montréal,0,1.5,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-1-2-3-4-a-louer-metro-guy-concordia-tout-inclus/1512462940
1734337335,"1,695.00","One Month FREE!- Une mois gratuits! Beautiful renov, Large 4 1/2","Snowdon, Montréal",2,1,Apartment,0,1075,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/one-month-free-une-mois-gratuits-beautiful-renov-large-4-1-2/1734337335
1742850737,"1,750.00",Grand 4 1/2 Marieville disponible immédiatement ,"Marieville, Longueuil / South Shore",2,1,Apartment,2,1200,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/grand-4-1-2-marieville-disponible-immediatement/1742850737
1742850701,"1,950.00",Magnifique Loft meublé et équipé,"Hochelaga-Maisonneuve, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/magnifique-loft-meuble-et-equipe/1742850701
1742850696,"1,325.00",ROSEMONT–MAINTENANT/NOW–TOUT MEUBLÉ/FULLY furnished – 3 1/2,"Rosemont, Rosemont—La Petite-Patrie",1,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/rosemont-maintenant-now-tout-meuble-fully-furnished-3-1-2/1742850696
1670346294,"1,200.00",appartement à louer 3-1/2 à Saint Lambert (Longueuil) J4S 1G8,"Saint-Lambert, Saint-Lambert",1,1,Apartment,1,700,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/appartement-a-louer-3-1-2-a-saint-lambert-longueuil-j4s-1g8/1670346294
1731811247,"1,425.00",4.5 (2 chambres) complètement rénové dans CôtedesNeiges. Aire ou,montreal,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-2-chambres-completement-renove-dans-cotedesneiges-aire-ou/1731811247
1734644958,"1,225.00",3 1/2 rénové avec goût à 4 métro Côte-des-neige,cote des neiges,1.5,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-renove-avec-gout-a-4-metro-cote-des-neige/1734644958
1742850629,"1,729.00",3½ NEUF 2026 – 2 MOIS GRATUIT – Saint-Bruno,"Saint-Bruno-de-Montarville, Saint-Bruno-de-Montarville",1,1,Apartment,1,633,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/3-neuf-2026-2-mois-gratuit-saint-bruno/1742850629
1740901025,"1,190.00",3 1/2 à Louer | 1 bedrooms for Rent | Laval,Laval,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/3-1-2-a-louer-1-bedrooms-for-rent-laval/1740901025
1742552767,"1,305.00",3 1/2 à louer | 1 bedrooms for rent | Ahuntsic-Cartierville,"Saint-Simon, Montréal",1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-1-2-a-louer-1-bedrooms-for-rent-ahuntsic-cartierville/1742552767
1742850517,"1,600.00",Appartement meublé Griffintown,"Griffintown, Montréal",1,1,Condo,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-meuble-griffintown/1742850517
1742845665,"1,850.00",Large Two Bedroom Apartment for Rent - 1100  ave Dr. Penfield,"Golden Square Mile, Montréal",2,2,Apartment,0,773,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/large-two-bedroom-apartment-for-rent-1100-ave-dr-penfield/1742845665
1737192674,950.00,MÉTRO Rosemont  MEUBLÉ 1 1/2 non-fumeur  438-935-4408,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/metro-rosemont-meuble-1-1-2-non-fumeur-438-935-4408/1737192674
1742817320,"1,250.00",Ahuntsic Gouin Près Parc de la Visitation 3 1/2 non fumeur,"Centre-Sud, montreal",3,2,Apartment,1,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/ahuntsic-gouin-pres-parc-de-la-visitation-3-1-2-non-fumeur/1742817320
1740647089,"1,050.00",Villeray 2 1/2  TOUT INCLUS 1050$ Métro Crémazie 550m,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/villeray-2-1-2-tout-inclus-1050-metro-cremazie-550m/1740647089
1737192675,"1,025.00","Métro Parc à 840m 2 1/2 chauffé, eau chaude,  internet",City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/metro-parc-a-840m-2-1-2-chauffe-eau-chaude-internet/1737192675
1724600146,"1,100.00","Métro Parc  2 1/2 TOUT INCLUS, non fumeur chats permis",City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/metro-parc-2-1-2-tout-inclus-non-fumeur-chats-permis/1724600146
1741236129,"1,250.00","Métro Edouard-Montpetit, 200m 3 1/2 eau chaude, non fumeur 1250$","Côte-des-Neiges, City of Montréal",1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/metro-edouard-montpetit-200m-3-1-2-eau-chaude-non-fumeur-1250/1741236129
1734226314,"1,025.00","Métro Parc 850m, 2 1/2 chauffé, eau chaude",City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/metro-parc-850m-2-1-2-chauffe-eau-chaude/1734226314
1733557459,400.00,Indoor Parking Space at the Prestige downtown center,"Lucien L'Allier, Montreal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-storage-parking/ville-de-montreal/indoor-parking-space-at-the-prestige-downtown-center/1733557459
1394102822,"1,030.00","Appartement 1 1/2, 2 1/2","La Petite-Patrie, Montréal",0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-1-1-2-2-1-2/1394102822
1727109665,"1,800.00",*PROMO* - Appartements à louer à Mascouche - 3 1/2 + DEN,Laval / North Shore,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/promo-appartements-a-louer-a-mascouche-3-1-2-den/1727109665
1715273822,"2,300.00",*PROMO* - Appartements à louer à Mascouche - 4 1/2,Laval / North Shore,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/promo-appartements-a-louer-a-mascouche-4-1-2/1715273822
1742275564,"1,125.00",3 ½ à Louer – Shop Angus (Rosemont),"Rosemont, Montréal",1,1,Apartment,0,750,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-a-louer-shop-angus-rosemont/1742275564
1726251414,"2,850.00",*PROMO* - Appartements à louer à Mascouche - 5 1/2,Laval / North Shore,3,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/promo-appartements-a-louer-a-mascouche-5-1-2/1726251414
1736873284,Please Contact,"WAREHOUSE $10, Dorval, St-Laurent, Montréal, Anjou","Thimens Industrial, Montreal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-commercial-office-space/ville-de-montreal/warehouse-10-dorval-st-laurent-montreal-anjou/1736873284
1738297533,"1,595.00",Grand 5 et demi à Ahuntsic - Disponible - 5 électromémagers,City of Montréal,3,1,Apartment,0,1000,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/grand-5-et-demi-a-ahuntsic-disponible-5-electromemagers/1738297533
1739433937,980.00,4.5 à Ville St-Laurent - Électroménagers et Wi-Fi - Cote Vertu,City of Montréal,2,1,Apartment,0,850,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-5-a-ville-st-laurent-electromenagers-et-wi-fi-cote-vertu/1739433937
1739605996,890.00,Grand 3 et demi - Ville St-Laurent - WiFi + Électros - Dispo,City of Montréal,1,1,Apartment,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/grand-3-et-demi-ville-st-laurent-wifi-electros-dispo/1739605996
1726388665,900.00,Studios - Petite Italie/Marché Jean-Talon - Tout inclus - Dispo!,City of Montréal,0,1,Apartment,0,350,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studios-petite-italie-marche-jean-talon-tout-inclus-dispo/1726388665
1740228499,"1,150.00",1 bedroom for rent - Montreal Ouest - Appliances & WiFi included,Montréal,1,1,Apartment,0,600,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/1-bedroom-for-rent-montreal-ouest-appliances-wifi-included/1740228499
1739284861,"1,300.00","4 et demi à Lachine - Électros, WiFi, A/C inclus - Disponible",Lachine,2,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-a-lachine-electros-wifi-a-c-inclus-disponible/1739284861
1735380845,"1,200.00",3 et demi - Immeuble béton - St-Léonard - Disponible,City of Montréal,1,1,Apartment,0,600,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-immeuble-beton-st-leonard-disponible/1735380845
1739042214,"1,425.00",4 et demi - Rosemont - Électros inclus - Rénové - Très spacieux,Montreal,2,1,Apartment,0,950,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-rosemont-electros-inclus-renove-tres-spacieux/1739042214
1742407362,"1,075.00",3.5 à louer - Rosemont - Tout inclus - Disponible maintenant,Montréal,1,1,Apartment,0,600,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-5-a-louer-rosemont-tout-inclus-disponible-maintenant/1742407362
1740727533,"1,000.00",3 et demi disponibles - Chauffage & WiFi inclus - Rosemont,Montréal,1,1,Apartment,0,550,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-disponibles-chauffage-wifi-inclus-rosemont/1740727533
1738911126,"1,595.00",3 bedrooms - 5 et demi - Outremont - 6 Électroménagers,City of Montréal,3,1,Apartment,0,1050,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-bedrooms-5-et-demi-outremont-6-electromenagers/1738911126
1733588511,"1,250.00",4 et demi - Dorval - Près de l'Aéroport - Électros & chauffage,City of Montréal,2,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-dorval-pres-de-laeroport-electros-chauffage/1733588511
1734746438,995.00,3 et demi - Rosemont - Électros inclus - Plusieurs unités!,Montreal,1,1,Apartment,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-rosemont-electros-inclus-plusieurs-unites/1734746438
1742501126,"1,250.00",3 et demi - Ahuntsic - Électros + WiFi inclus,Montréal,1,1,Apartment,0,650,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-ahuntsic-electros-wifi-inclus/1742501126
1720727832,"1,550.00",*PROMO* - Appartements à louer à Mascouche - 3 1/2 + DEN,Laval / North Shore,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/promo-appartements-a-louer-a-mascouche-3-1-2-den/1720727832
1742387490,"3,570.00",Maison à Saint-Lazare + piscine House in Saint-Lazare + pool,"Saint-Lazare, Saint-Lazare",5,2.5,House,3,2050,https://www.kijiji.ca/v-apartments-condos/ouest-de-lile-qc/maison-a-saint-lazare-piscine-house-in-saint-lazare-pool/1742387490
1739759627,"1,600.00","4 1/2 À LOUER BOUCHERVILLE - SPACIEUX, BIEN ENTRETENU","Boucherville, Longueuil / South Shore",2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/4-1-2-a-louer-boucherville-spacieux-bien-entretenu/1739759627
1718539775,"1,550.00","4 1/2 À LOUER BOUCHERVILLE - BLOC BÉTON, ACENSEUR, TOUT INCLUS",Longueuil / South Shore,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/4-1-2-a-louer-boucherville-bloc-beton-acenseur-tout-inclus/1718539775
1741992605,"1,150.00",Logement 3 1/2 à louer dans un unifamiliale,"Pilon Park, City of Montréal",1,1,Basement,0,1234,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/logement-3-1-2-a-louer-dans-un-unifamiliale/1741992605
1742121432,"1,745.00",Grand appartement 2 chambres - Métro Sauvé - Stationnement,"Ahuntsic, Ahuntsic-Cartierville",2.5,1,Duplex/Triplex,1,950,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/grand-appartement-2-chambres-metro-sauve-stationnement/1742121432
1721456199,850.00,Studio - Villeray - Tout inclus - Disponible maintenant,Montréal,0,1,Apartment,0,400,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-villeray-tout-inclus-disponible-maintenant/1721456199
1740061450,"1,150.00","4 et demi - St-Jérôme - Thermopompe, WiFi et parking inclus",St-Jérôme,2,1,Apartment,2,900,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-et-demi-st-jerome-thermopompe-wifi-et-parking-inclus/1740061450
1738247444,"1,250.00",3 et demi - Côte-des-Neiges - Électros inclus - Dispo mtn!,City of Montréal,1,1,Apartment,0,600,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-cote-des-neiges-electros-inclus-dispo-mtn/1738247444
1736661545,875.00,Studios à louer - tout inclus avec électroménagers et Internet,City of Montréal,0,1,Apartment,0,300,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studios-a-louer-tout-inclus-avec-electromenagers-et-internet/1736661545
1739879414,"1,250.00","Magnifique 4 et demi à Repentigny avec électros, WiFi et A/C",City of Montréal,2,1,Apartment,1,900,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/magnifique-4-et-demi-a-repentigny-avec-electros-wifi-et-a-c/1739879414
1741291123,875.00,Studio à St-Léonard - TOUT INCLUS - Disponible maintenant,Montréal,0,1,Apartment,0,300,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-a-st-leonard-tout-inclus-disponible-maintenant/1741291123
1738634230,950.00,2 et demi à Villeray - Internet et électros inclus - Dispo,City of Montréal,1,1,Apartment,0,400,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/2-et-demi-a-villeray-internet-et-electros-inclus-dispo/1738634230
1718866082,800.00,Studios tout inclus à Villeray - Rénovés - Avec électros & WiFi,Montréal,0,1,Apartment,0,300,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studios-tout-inclus-a-villeray-renoves-avec-electros-wifi/1718866082
1729132787,850.00,Studio tout inclus - Dans Villeray - Disponible maintenant,Montréal,0,1,Apartment,0,300,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-tout-inclus-dans-villeray-disponible-maintenant/1729132787
1734438280,995.00,"Magnifique 3 et demi - Tour en béton - Électros, A/C, WiFi incl.",Montréal,1,1,Apartment,0,550,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/magnifique-3-et-demi-tour-en-beton-electros-a-c-wifi-incl/1734438280
1741291126,"1,195.00",Bachelor moderne - tout inclus et complètement meublé - bachelor,Longueuil / South Shore,1,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/bachelor-moderne-tout-inclus-et-completement-meuble-bachelor/1741291126
1741979319,"1,075.00",3 et demi - Hochelaga - Électros + AC inclus - Dispo mtn!,Montréal,1,1,Apartment,0,500,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-hochelaga-electros-ac-inclus-dispo-mtn/1741979319
1740622358,"1,300.00",4 1/2 À LOUER BOISBRIAND - RÉNOVÉ ET PROPRE,"Boisbriand, Laval / North Shore",2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/4-1-2-a-louer-boisbriand-renove-et-propre/1740622358
1742551729,"1,195.00","1 MOIS GRATUIT, ROSEMONT,3 1/2 , CHAUFFAGE ET EAU CHAUDE INCLUS","Rosemont, Montréal",1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/1-mois-gratuit-rosemont-3-1-2-chauffage-et-eau-chaude-inclus/1742551729
1714257686,"1,200.00","*PROMO* APPARTEMENT  (3 1/2) MONTRÉAL - RENOVÉ, CHAUFFÉ",City of Montréal,1,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/promo-appartement-3-1-2-montreal-renove-chauffe/1714257686
1718753379,"1,050.00","*PROMO* APPARTEMENT (2 1/2) À LOUER MONTRÉAL - RÉNOVÉ, CHAUFFÉ",City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/promo-appartement-2-1-2-a-louer-montreal-renove-chauffe/1718753379
1739985664,"1,575.00","APPARTEMENT 4 1/2 À MONTRÉAL - RÉNOVÉ, CHAUFFÉ","Zotique-Racicot Park, City of Montréal",2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/appartement-4-1-2-a-montreal-renove-chauffe/1739985664
1735372940,"1,600.00","4 1/2 À LOUER LAVAL - BLOC BÉTON, ASCENSEUR, BORD DE L'EAU",Laval / North Shore,2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/4-1-2-a-louer-laval-bloc-beton-ascenseur-bord-de-leau/1735372940
1740967563,"2,290.00",5 1/2 moderne et spacieux dans un triplex  Chomedey,"Chomedey, Laval / North Shore",3,1,Duplex/Triplex,1,N/A,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/5-1-2-moderne-et-spacieux-dans-un-triplex-chomedey/1740967563
1722067433,900.00,Magnifiques studios - Tour en béton - Rénovés & Tout inclus,Montréal,0,1,Apartment,0,350,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/magnifiques-studios-tour-en-beton-renoves-tout-inclus/1722067433
1742855039,"1,480.00","Flexible lease,1 min metro Jolicoeur ,2 big rooms, Modern style","Verdun, Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/flexible-lease-1-min-metro-jolicoeur-2-big-rooms-modern-style/1742855039
1742854940,"1,325.00","Montréal-Nord prés HOTEL de VILLE, GRAND 4 ½. ","Pilon Park, City of Montréal",2,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/montreal-nord-pres-hotel-de-ville-grand-4/1742854940
1733056497,900.00,Studio à louer - Rosemont - Thermopompe et électroménagers,Montréal,0,1,Apartment,0,325,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-a-louer-rosemont-thermopompe-et-electromenagers/1733056497
1734610181,"1,250.00",3 et demi chauffé - Plateau Mont-Royal - Électros et WiFi,City of Montréal,1,1,Apartment,0,550,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-chauffe-plateau-mont-royal-electros-et-wifi/1734610181
1742854930,"1,195.00",Studio Apartment McGill Ghetto Milton Parc Area ,"Milton-Parc, City of Montréal",0,1,Apartment,0,425,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-apartment-mcgill-ghetto-milton-parc-area/1742854930
1742854888,"1,265.00",4 1/2 à louer laval,"Saint-Leonard West, Montreal",2,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-a-louer-laval/1742854888
1731395860,890.00,3 et demi - Ville Saint Laurent - Internet & Électros inclus,City of Montréal,1,1,Apartment,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-ville-saint-laurent-internet-electros-inclus/1731395860
1740228504,890.00,3 et demi à louer - Ville St-Laurent - Électros et Internet,City of Montréal,1,1,Apartment,0,700,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/3-et-demi-a-louer-ville-st-laurent-electros-et-internet/1740228504
1739733190,"1,145.00",1 Bedroom/STUDIO 1 1/2 Appartement METRO SHERBROOKE TOUT INCLUS,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/1-bedroom-studio-1-1-2-appartement-metro-sherbrooke-tout-inclus/1739733190
1735668470,"1,600.00",Métro Concorde 4 1/2 - 1er juil - 1ième étage- totalement rénové,"Laval-des-Rapides, Laval",2,1,Apartment,1,750,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/metro-concorde-4-1-2-1er-juil-1ieme-etage-totalement-renove/1735668470
1505830101,"1,045.00",UQAM - PLATEAU Appartement À LOUER - TOUT INCLUS - 1½  2½  3½,City of Montréal,0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/uqam-plateau-appartement-a-louer-tout-inclus-1-2-3/1505830101
1741610305,"1,195.00","studio  à louer, for rent, Saint Laurent, St-Laurent, Mtl","Marcel Laurin Park, Saint-Laurent",0,1,Apartment,0,N/A,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/studio-a-louer-for-rent-saint-laurent-st-laurent-mtl/1741610305
1742842066,"2,200.00",Maison jumelée à louer 3chambre 2 salles de bain Repentigny,"Repentigny, Repentigny",3,2,Townhouse,2,4000,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/maison-jumelee-a-louer-3chambre-2-salles-de-bain-repentigny/1742842066
1742842050,"1,500.00",5 ½ à louer à Sorel-Tracy,"Sorel-Tracy, Sorel-Tracy",3,1,Apartment,1,N/A,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/5-a-louer-a-sorel-tracy/1742842050
1742841881,"1,300.00",4 1/2 à louer - Métro Honoré Beaugrand,"Côte-des-Neiges, Côte-Des-Neiges—Notre-Dame-De-Grâce",2,1,Apartment,0,100,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-a-louer-metro-honore-beaugrand/1742841881
1742841739,"8,000.00",Local commercial au faubourg Cousineau,"Bienville, Longueuil",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-commercial-office-space/longueuil-rive-sud/local-commercial-au-faubourg-cousineau/1742841739
1742841523,"1,200.00",Appartement à louer,"Salaberry-de-Valleyfield, West Island",2,1,Apartment,1,1000,https://www.kijiji.ca/v-apartments-condos/ouest-de-lile-qc/appartement-a-louer/1742841523
1741570716,"1,750.00","Condo 3 ½ meublé hydro internet inclus– Griffintown, Montréal","Griffintown, City of Montréal",1,1,Condo,0,580,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/condo-3-meuble-hydro-internet-inclus-griffintown-montreal/1741570716
1741895215,"1,200.00","4 1/2 à louer à Montréal disponible maintenant, Loyer 1,200$","Étienne Desmarteaux, Rosemont-La Petite-Patrie",2,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/4-1-2-a-louer-a-montreal-disponible-maintenant-loyer-1-200/1741895215
1738622257,899.00,udem hec chambres a louer meublé /furnished rooms to,"Côte-des-Neiges, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-room-rental-roommate/ville-de-montreal/udem-hec-chambres-a-louer-meuble-furnished-rooms-to/1738622257
1742841213,"1,495.00",4 ½ rénové à louer à Boucherville,"Boucherville, Boucherville",2,1,Apartment,1,N/A,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/4-renove-a-louer-a-boucherville/1742841213
1742841182,"1,900.00","☀️ 5½ rénové entièrement  — Ahuntsic, 10 min du métro","Ahuntsic, Ahuntsic-Cartierville",2,1,Apartment,0,950,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/5-renove-entierement-ahuntsic-10-min-du-metro/1742841182
1742841125,"1,080.00",3 1/2 a louer jusqu'au 1 er aout 2027!! Hochelag mercier H1n,"HoMa South, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/3-1-2-a-louer-jusquau-1-er-aout-2027-hochelag-mercier-h1n/1742841125
1742840997,"1,460.00",GRAND 4 1/2 À BLAINVILLE DANS UN TRIPLEX TRANQUILLE *WOW!*,"Chomedey, Laval",2.5,1,Apartment,2,1060,https://www.kijiji.ca/v-apartments-condos/laval-rive-nord/grand-4-1-2-a-blainville-dans-un-triplex-tranquille-wow/1742840997
1742840877,"1,150.00","Grand 4 ½, 1465 Rue Beaumont,Longueuil, 1 septembre. 2026","Parcours-du-Cerf - Du Tremblay, Longueuil",2,1,Apartment,1,850,https://www.kijiji.ca/v-apartments-condos/longueuil-rive-sud/grand-4-1465-rue-beaumont-longueuil-1-septembre-2026/1742840877
1742672915,"1,610.00",Grand 3 ½ Meublé – 17e étage avec Vue & Piscine,"Côte-des-Neiges, Montreal",1,1,Apartment,0,800,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/grand-3-meuble-17e-etage-avec-vue-piscine/1742672915
1742840732,75.00,4 1/2 tout inclus entièrement meublé short term,"Eastern Junction, City of Montréal",N/A,N/A,N/A,N/A,N/A,https://www.kijiji.ca/v-short-term-rental/ville-de-montreal/4-1-2-tout-inclus-entierement-meuble-short-term/1742840732
1742840660,"1,450.00","À LOUER 4 ½ entièrement RÉNOVÉ, RUE bossuet , Montreal mercier","Mercier-Ouest / Longue-Pointe, City of Montréal",2,1,Apartment,1,180,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/a-louer-4-entierement-renove-rue-bossuet-montreal-mercier/1742840660
1741137321,"1,399.00",Saint Laurent 3 Bedroom Apartment for Rent - 1650 - 1670 Rue Deg,City of Montréal,3,1,Apartment,0,872,https://www.kijiji.ca/v-apartments-condos/ville-de-montreal/saint-laurent-3-bedroom-apartment-for-rent-1650-1670-rue-deg/1741137321
